table	column	kind	owner	editable_after_post	sot	migration_status	documented
inv_crypto_holdings	total_invested	SNAPSHOT	Crypto	no	cost basis rebuild	canonical	yes
inv_crypto_holdings	updated_at	SYSTEM_INDEX	Crypto	yes	inv_crypto_holdings	canonical	yes
inv_crypto_transactions	business_date	RAW	Crypto	yes	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	created_at	SYSTEM_INDEX	Crypto	yes	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	economic_kind	RAW	Crypto	no	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	fee_currency	RAW	Crypto	yes	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	fee_instrument_id	RAW	Crypto	no	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	fee_quantity	RAW	Crypto	no	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	gross_quantity	RAW	Crypto	no	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	holding_id	RAW	Crypto	yes	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	id	RAW	Crypto	yes	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	instrument_id	RAW	Crypto	yes	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	net_quantity	RAW	Crypto	no	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	operation_id	RAW	Crypto	no	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	tx_type	RAW	Crypto	yes	inv_crypto_transactions	canonical	yes
inv_crypto_wallet_addresses	account_index	RAW	Crypto	no	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_addresses	address	RAW	Crypto	yes	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_addresses	address_type	STATUS	Crypto	no	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_addresses	created_at	SYSTEM_INDEX	Crypto	yes	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_addresses	derivation_path	RAW	Crypto	no	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_addresses	id	RAW	Crypto	yes	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_addresses	is_primary	RAW	Crypto	yes	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_addresses	labels	RAW	Crypto	no	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_addresses	network_id	RAW	Crypto	yes	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_addresses	updated_at	SYSTEM_INDEX	Crypto	no	inv_crypto_wallet_addresses	canonical	yes
inv_crypto_wallet_networks	chain_id	RAW	Crypto	yes	inv_crypto_wallet_networks	canonical	yes
inv_crypto_wallet_networks	created_at	SYSTEM_INDEX	Crypto	yes	inv_crypto_wallet_networks	canonical	yes
inv_crypto_wallet_networks	exchange_id	RAW	Crypto	yes	inv_crypto_wallet_networks	canonical	yes
inv_crypto_wallet_networks	id	RAW	Crypto	yes	inv_crypto_wallet_networks	canonical	yes
inv_crypto_wallet_networks	network	RAW	Crypto	yes	inv_crypto_wallet_networks	canonical	yes
inv_fif_funds	base_price	DERIVED	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	created_at	SYSTEM_INDEX	Funds	yes	inv_fif_funds	canonical	yes
inv_fif_funds	description	RAW	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	distribution_period	RAW	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	fund_kind	RAW	Funds	yes	inv_fif_funds	canonical	yes
inv_fif_funds	id	RAW	Funds	yes	inv_fif_funds	canonical	yes
inv_fif_funds	instrument_id	RAW	Funds	yes	inv_fif_funds	canonical	yes
inv_fif_funds	is_active	RAW	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	name	RAW	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	platform	RAW	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	predicted_annual_rate	DERIVED	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	profit_kind	STATUS	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	symbol	RAW	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	updated_at	SYSTEM_INDEX	Funds	no	inv_fif_funds	canonical	yes
inv_fif_funds	url	RAW	Funds	no	inv_fif_funds	canonical	yes
inv_fif_holdings	account_id	RAW	Funds	yes	inv_fif_holdings	canonical	yes
inv_fif_holdings	brokerage_id	REFERENCE	Funds	no	inv_fif_holdings	canonical	yes
inv_fif_holdings	cost_currency	RAW	Funds	yes	inv_fif_holdings	canonical	yes
inv_fif_holdings	created_at	SYSTEM_INDEX	Funds	yes	inv_fif_holdings	canonical	yes
inv_fif_holdings	current_nav	RAW	Funds	no	inv_fif_holdings	canonical	yes
inv_fif_holdings	external_reported_profit	RAW	Funds	no	inv_fif_holdings	canonical	yes
inv_fif_holdings	id	RAW	Funds	yes	inv_fif_holdings	canonical	yes
inv_fif_holdings	instrument_id	RAW	Funds	yes	inv_fif_holdings	canonical	yes
inv_fif_holdings	last_redemption_price	DERIVED	Funds	no	inv_fif_holdings	canonical	yes
inv_fif_holdings	last_subscription_price	DERIVED	Funds	no	inv_fif_holdings	canonical	yes
inv_fif_holdings	quantity	RAW	Funds	yes	inv_fif_holdings	canonical	yes
inv_fif_holdings	total_fees_paid_base	DERIVED	Funds	no	inv_fif_holdings	canonical	yes
inv_fif_holdings	total_invested	DERIVED	Funds	yes	inv_fif_holdings	canonical	yes
inv_fif_holdings	updated_at	SYSTEM_INDEX	Funds	yes	inv_fif_holdings	canonical	yes
inv_fif_transactions	account_id	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	amount	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	created_at	SYSTEM_INDEX	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	currency	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	external_reported_profit	RAW	Funds	no	inv_fif_transactions	canonical	yes
inv_fif_transactions	id	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	instrument_id	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	nav	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	operation_id	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	operation_role	RAW	Funds	no	inv_fif_transactions	canonical	yes
inv_fif_transactions	quantity	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	settlement_date	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	trade_date	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	transaction_price	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_fif_transactions	tx_type	RAW	Funds	yes	inv_fif_transactions	canonical	yes
inv_metals_holdings	average_cost_per_mg	DERIVED	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	cost_currency	RAW	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	created_at	SYSTEM_INDEX	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	id	RAW	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	instrument_id	RAW	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	platform_id	RAW	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	purity_code	RAW	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	purity_ratio	RAW	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	quantity_mg	RAW	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	total_invested	DERIVED	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_holdings	updated_at	SYSTEM_INDEX	Metals	yes	inv_metals_holdings	canonical	yes
inv_metals_physical_deliveries	created_at	SYSTEM_INDEX	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	delivery_address	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	fee_amount	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	fee_currency	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	id	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	invoice_ref	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	metals_holding_id	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	operation_id	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	pa_asset_id	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	quantity_mg	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	status	RAW	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_physical_deliveries	updated_at	SYSTEM_INDEX	Metals	yes	inv_metals_physical_deliveries	canonical	yes
inv_metals_platforms	created_at	SYSTEM_INDEX	Metals	yes	inv_metals_platforms	canonical	yes
inv_metals_platforms	fin_account_id	RAW	Metals	yes	inv_metals_platforms	canonical	yes
inv_metals_platforms	id	RAW	Metals	yes	inv_metals_platforms	canonical	yes
inv_metals_platforms	name	RAW	Metals	yes	inv_metals_platforms	canonical	yes
inv_metals_transactions	amount	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	business_date	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	created_at	SYSTEM_INDEX	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	currency	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	exchange_rate_to_base	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	fee_amount	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	fee_currency	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	holding_id	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	id	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	instrument_id	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	is_partial	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	metal_price_per_mg	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	operation_id	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	premium_amount	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	quantity_mg	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_metals_transactions	tx_type	RAW	Metals	yes	inv_metals_transactions	canonical	yes
inv_stocks_iran_brokerages	created_at	SYSTEM_INDEX	Stocks	yes	inv_stocks_iran_brokerages	canonical	yes
inv_stocks_iran_brokerages	fin_account_id	RAW	Stocks	yes	inv_stocks_iran_brokerages	canonical	yes
inv_stocks_iran_brokerages	id	RAW	Stocks	yes	inv_stocks_iran_brokerages	canonical	yes
inv_stocks_iran_brokerages	name	RAW	Stocks	yes	inv_stocks_iran_brokerages	canonical	yes
inv_stocks_iran_corporate_actions	ca_type	RAW	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_corporate_actions	created_at	SYSTEM_INDEX	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_corporate_actions	ex_date	RAW	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_corporate_actions	id	RAW	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_corporate_actions	instrument_id	RAW	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_corporate_actions	operation_id	RAW	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_corporate_actions	payload_json	RAW	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_corporate_actions	payment_date	RAW	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_corporate_actions	ratio	RAW	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_corporate_actions	record_date	RAW	Stocks	yes	inv_stocks_iran_corporate_actions	canonical	yes
inv_stocks_iran_holdings	brokerage_id	RAW	Stocks	yes	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	cost_currency	RAW	Stocks	yes	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	created_at	SYSTEM_INDEX	Stocks	yes	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	id	RAW	Stocks	yes	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	instrument_id	RAW	Stocks	yes	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	isin	RAW	Stocks	no	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	market	RAW	Stocks	no	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	name	RAW	Stocks	no	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	price_provider_id	REFERENCE	Stocks	no	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	provider_symbol	RAW	Stocks	no	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	quantity	RAW	Stocks	yes	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	symbol	RAW	Stocks	no	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	total_fees_paid_base	DERIVED	Stocks	no	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	total_invested	DERIVED	Stocks	yes	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_holdings	updated_at	SYSTEM_INDEX	Stocks	yes	inv_stocks_iran_holdings	canonical	yes
inv_stocks_iran_instruments	created_at	SYSTEM_INDEX	Stocks	yes	inv_stocks_iran_instruments	canonical	yes
inv_stocks_iran_instruments	firm_code	RAW	Stocks	yes	inv_stocks_iran_instruments	canonical	yes
inv_stocks_iran_instruments	id	RAW	Stocks	yes	inv_stocks_iran_instruments	canonical	yes
inv_stocks_iran_instruments	instrument_id	RAW	Stocks	yes	inv_stocks_iran_instruments	canonical	yes
inv_stocks_iran_instruments	isin	RAW	Stocks	yes	inv_stocks_iran_instruments	canonical	yes
inv_stocks_iran_instruments	lot_size	RAW	Stocks	yes	inv_stocks_iran_instruments	canonical	yes
inv_stocks_iran_instruments	price_tick	RAW	Stocks	yes	inv_stocks_iran_instruments	canonical	yes
inv_stocks_iran_transactions	brokerage_id	RAW	Stocks	yes	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	holding_id	RAW	Stocks	yes	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	id	RAW	Stocks	yes	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	instrument_id	RAW	Stocks	yes	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	operation_id	RAW	Stocks	yes	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	trade_date	RAW	Stocks	yes	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	tx_type	RAW	Stocks	yes	inv_stocks_iran_transactions	canonical	yes
ln_loan_collateral	created_at	SYSTEM_INDEX	Loan	yes	ln_loan_collateral	canonical	yes
ln_loan_collateral	currency	RAW	Loan	yes	ln_loan_collateral	canonical	yes
ln_loan_collateral	description	RAW	Loan	yes	ln_loan_collateral	canonical	yes
ln_loan_collateral	id	RAW	Loan	yes	ln_loan_collateral	canonical	yes
ln_loan_collateral	loan_id	RAW	Loan	yes	ln_loan_collateral	canonical	yes
ln_loan_collateral	value	RAW	Loan	yes	ln_loan_collateral	canonical	yes
ln_loan_fee_tiers	calculation_base	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	created_at	SYSTEM_INDEX	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	day_count	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	effective_from	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	effective_to	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	fee_kind	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	id	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	is_percentage	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	loan_id	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	max_amount	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	min_amount	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	rate_or_amount	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fee_tiers	tier_order	RAW	Loan	yes	ln_loan_fee_tiers	canonical	yes
ln_loan_fees	amount_due	RAW	Loan	no	ln_loan_fees	canonical	yes
ln_loan_fees	amount_paid	RAW	Loan	no	ln_loan_fees	canonical	yes
ln_loan_fees	amount_waived	RAW	Loan	yes	ln_loan_fees	canonical	yes
ln_loan_fees	currency	RAW	Loan	yes	ln_loan_fees	canonical	yes
ln_loan_fees	fee_kind	RAW	Loan	yes	ln_loan_fees	canonical	yes
ln_loan_fees	fee_timing	RAW	Loan	yes	ln_loan_fees	canonical	yes
ln_loan_fees	id	RAW	Loan	yes	ln_loan_fees	canonical	yes
ln_loan_fees	loan_id	RAW	Loan	yes	ln_loan_fees	canonical	yes
ln_loans	account_id	REFERENCE	Loan	no	ln_loans	canonical	yes
ln_loans	account_transaction_id	REFERENCE	Loan	no	ln_loans	canonical	yes
ln_loans	calculated_installment	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	calculation_method	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	created_at	SYSTEM_INDEX	Loan	yes	ln_loans	canonical	yes
ln_loans	currency	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	custom_interval_days	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	day_count	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	day_count_convention	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	day_count_denominator	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	direction	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	disbursement_date	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	end_date	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	exchange_rate_to_base	DERIVED	Loan	no	ln_loans	canonical	yes
ln_loans	first_payment_date	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	first_period_end_date	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	fixed_installment_amount	DERIVED	Loan	no	ln_loans	canonical	yes
ln_loans	grace_end_date	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	grace_interest_policy	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	grace_mode	STATUS	Loan	no	ln_loans	canonical	yes
ln_loans	grace_period_unit	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	grace_periods	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	grace_start_date	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	id	RAW	Loan	yes	ln_loans	canonical	yes
ln_loans	installment_frequency	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	interest_rate	RAW	Loan	yes	ln_loans	canonical	yes
ln_loans	interest_rate_period	DERIVED	Loan	no	ln_loans	canonical	yes
ln_loans	interest_type	STATUS	Loan	no	ln_loans	canonical	yes
ln_loans	irregular_first_period	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	loan_type	STATUS	Loan	no	ln_loans	canonical	yes
ln_loans	maturity_date	RAW	Loan	yes	ln_loans	canonical	yes
ln_loans	name	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	notes	RAW	Loan	yes	ln_loans	canonical	yes
ln_loans	operation_id	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	party_id	RAW	Loan	yes	ln_loans	canonical	yes
ln_loans	payment_holiday_calendar_id	REFERENCE	Loan	no	ln_loans	canonical	yes
ln_loans	penalty_basis	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	penalty_rate	DERIVED	Loan	no	ln_loans	canonical	yes
ln_loans	principal	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	recalculate_on_early_payment	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	role	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	schedule_engine_version	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	start_date	RAW	Loan	yes	ln_loans	canonical	yes
ln_loans	status	RAW	Loan	yes	ln_loans	canonical	yes
ln_loans	total_installments	RAW	Loan	no	ln_loans	canonical	yes
ln_loans	updated_at	SYSTEM_INDEX	Loan	no	ln_loans	canonical	yes
ln_rate_history	annual_rate	RAW	Loan	yes	ln_rate_history	canonical	yes
ln_rate_history	created_at	SYSTEM_INDEX	Loan	yes	ln_rate_history	canonical	yes
ln_rate_history	effective_from	RAW	Loan	yes	ln_rate_history	canonical	yes
ln_rate_history	id	RAW	Loan	yes	ln_rate_history	canonical	yes
ln_rate_history	loan_id	RAW	Loan	yes	ln_rate_history	canonical	yes
ln_schedule_snapshots	effective_from	RAW	Loan	yes	ln_schedule_snapshots	canonical	yes
ln_schedule_snapshots	id	RAW	Loan	yes	ln_schedule_snapshots	canonical	yes
ln_schedule_snapshots	loan_id	RAW	Loan	yes	ln_schedule_snapshots	canonical	yes
ln_schedule_snapshots	operation_id	RAW	Loan	yes	ln_schedule_snapshots	canonical	yes
ln_schedule_snapshots	snapshot_json	SNAPSHOT	Loan	no	schedule engine	canonical	yes
ln_schedule_snapshots	version	RAW	Loan	no	ln_schedule_snapshots	canonical	yes
ln_transactions	amount	RAW	Loan	yes	ln_transactions	canonical	yes
ln_transactions	business_date	RAW	Loan	yes	ln_transactions	canonical	yes
ln_transactions	created_at	SYSTEM_INDEX	Loan	yes	ln_transactions	canonical	yes
ln_transactions	currency	RAW	Loan	yes	ln_transactions	canonical	yes
ln_transactions	exchange_rate_to_base	RAW	Loan	yes	ln_transactions	canonical	yes
ln_transactions	fee_portion	RAW	Loan	no	ln_transactions	canonical	yes
ln_transactions	id	RAW	Loan	yes	ln_transactions	canonical	yes
ln_transactions	interest_portion	RAW	Loan	no	ln_transactions	canonical	yes
ln_transactions	loan_id	RAW	Loan	yes	ln_transactions	canonical	yes
ln_transactions	operation_id	RAW	Loan	no	ln_transactions	canonical	yes
ln_transactions	payment_date	RAW	Loan	yes	ln_transactions	canonical	yes
ln_transactions	penalty_portion	RAW	Loan	no	ln_transactions	canonical	yes
ln_transactions	principal_portion	RAW	Loan	no	ln_transactions	canonical	yes
ln_transactions	reverses_transaction_id	RAW	Loan	no	ln_transactions	canonical	yes
ln_transactions	tx_type	RAW	Loan	yes	ln_transactions	canonical	yes
not_custom_reminders	created_at	SYSTEM_INDEX	Notification	yes	not_custom_reminders	canonical	yes
not_custom_reminders	due_at	RAW	Notification	yes	not_custom_reminders	canonical	yes
not_custom_reminders	id	RAW	Notification	yes	not_custom_reminders	canonical	yes
not_custom_reminders	is_active	RAW	Notification	yes	not_custom_reminders	canonical	yes
not_custom_reminders	recurrence	RAW	Notification	yes	not_custom_reminders	canonical	yes
not_custom_reminders	title	RAW	Notification	yes	not_custom_reminders	canonical	yes
not_notifications	body	RAW	Notification	yes	not_notifications	canonical	yes
not_notifications	category	RAW	Notification	yes	not_notifications	canonical	yes
not_notifications	created_at	SYSTEM_INDEX	Notification	yes	not_notifications	canonical	yes
not_notifications	dedupe_key	RAW	Notification	yes	not_notifications	canonical	yes
not_notifications	dismissed_at	RAW	Notification	yes	not_notifications	canonical	yes
not_notifications	id	RAW	Notification	yes	not_notifications	canonical	yes
not_notifications	is_read	RAW	Notification	yes	not_notifications	canonical	yes
not_notifications	snooze_until	RAW	Notification	yes	not_notifications	canonical	yes
not_notifications	title	RAW	Notification	yes	not_notifications	canonical	yes
not_settings	id	RAW	Notification	yes	not_settings	canonical	yes
not_settings	key	RAW	Notification	yes	not_settings	canonical	yes
not_settings	updated_at	SYSTEM_INDEX	Notification	yes	not_settings	canonical	yes
not_settings	value_json	RAW	Notification	yes	not_settings	canonical	yes
pa_assets	acquisition_cost	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	asset_kind	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	average_buy_price	DERIVED	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	created_at	SYSTEM_INDEX	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	currency	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	depreciation_policy	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	id	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	is_disposed	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	location	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	model	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	name	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	owner	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	purchase_date	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	quantity	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	serial_number	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	source_feature	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	source_operation_id	RAW	PhysicalAssets	yes	pa_assets	canonical	yes
pa_assets	updated_at	SYSTEM_INDEX	PhysicalAssets	yes	pa_assets	canonical	yes
pa_transactions	amount	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	asset_id	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	business_date	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	created_at	SYSTEM_INDEX	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	currency	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	exchange_rate_to_base	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	fee_amount	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	id	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	note	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	operation_id	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	quantity	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	realized_gain_loss	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_transactions	tx_type	RAW	PhysicalAssets	yes	pa_transactions	canonical	yes
pa_valuations	as_of	RAW	PhysicalAssets	yes	pa_valuations	canonical	yes
pa_valuations	asset_id	RAW	PhysicalAssets	yes	pa_valuations	canonical	yes
pa_valuations	created_at	SYSTEM_INDEX	PhysicalAssets	yes	pa_valuations	canonical	yes
pa_valuations	currency	RAW	PhysicalAssets	yes	pa_valuations	canonical	yes
pa_valuations	exchange_rate_to_base	RAW	PhysicalAssets	yes	pa_valuations	canonical	yes
pa_valuations	id	RAW	PhysicalAssets	yes	pa_valuations	canonical	yes
pa_valuations	note	RAW	PhysicalAssets	yes	pa_valuations	canonical	yes
